date,iso,country,status,note
2020-02-17 00:00:00+00,CHN,China,Partially open,
2020-02-17 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-18 00:00:00+00,CHN,China,Partially open,
2020-02-18 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-19 00:00:00+00,CHN,China,Partially open,
2020-02-19 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-20 00:00:00+00,CHN,China,Partially open,
2020-02-20 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-21 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-21 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-22 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-22 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-23 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-23 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-24 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-24 00:00:00+00,ITA,Italy,Partially open,
2020-02-24 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-24 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-25 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-25 00:00:00+00,ITA,Italy,Partially open,
2020-02-25 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-25 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-26 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-02-26 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-26 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-02-26 00:00:00+00,ITA,Italy,Partially open,
2020-02-26 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-26 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-27 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-02-27 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-27 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-02-27 00:00:00+00,ITA,Italy,Partially open,
2020-02-27 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-27 00:00:00+00,PAK,Pakistan,Partially open,
2020-02-27 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-28 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-02-28 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-28 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-02-28 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-02-28 00:00:00+00,IRQ,Iraq,Partially open,
2020-02-28 00:00:00+00,ITA,Italy,Partially open,
2020-02-28 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-28 00:00:00+00,PAK,Pakistan,Partially open,
2020-02-28 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-28 00:00:00+00,USA,United States of America,Partially open,
2020-02-28 00:00:00+00,VNM,Viet Nam,Partially open,
2020-02-29 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-02-29 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-02-29 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-02-29 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-02-29 00:00:00+00,IRQ,Iraq,Partially open,
2020-02-29 00:00:00+00,ITA,Italy,Partially open,
2020-02-29 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-02-29 00:00:00+00,PAK,Pakistan,Partially open,
2020-02-29 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-02-29 00:00:00+00,USA,United States of America,Partially open,
2020-02-29 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-01 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-01 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-01 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-01 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-01 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-01 00:00:00+00,ITA,Italy,Partially open,
2020-03-01 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-01 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-01 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-01 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-01 00:00:00+00,USA,United States of America,Partially open,
2020-03-01 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-02 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-02 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-02 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-02 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-02 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-02 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-02 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-02 00:00:00+00,ITA,Italy,Partially open,
2020-03-02 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-02 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-02 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-02 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-02 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-02 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-02 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-02 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-02 00:00:00+00,USA,United States of America,Partially open,
2020-03-02 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-03 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-03 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-03 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-03 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-03 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-03 00:00:00+00,DEU,Germany,Partially open,
2020-03-03 00:00:00+00,FRA,France,Partially open,
2020-03-03 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-03 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-03 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-03 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-03 00:00:00+00,ITA,Italy,Partially open,
2020-03-03 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-03 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-03 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-03 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-03 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-03 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-03 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-03 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-03 00:00:00+00,USA,United States of America,Partially open,
2020-03-03 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-04 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-04 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-04 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-04 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-04 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-04 00:00:00+00,DEU,Germany,Partially open,
2020-03-04 00:00:00+00,FRA,France,Partially open,
2020-03-04 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-04 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-04 00:00:00+00,IND,India,Partially open,
2020-03-04 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-04 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-04 00:00:00+00,ITA,Italy,Partially open,
2020-03-04 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-04 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-04 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-04 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-04 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-04 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-04 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-04 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-04 00:00:00+00,USA,United States of America,Partially open,
2020-03-04 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-05 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-05 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-05 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-05 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-05 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-05 00:00:00+00,DEU,Germany,Partially open,
2020-03-05 00:00:00+00,FRA,France,Partially open,
2020-03-05 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-05 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-05 00:00:00+00,GRC,Greece,Partially open,
2020-03-05 00:00:00+00,IND,India,Partially open,
2020-03-05 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-05 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-05 00:00:00+00,ITA,Italy,Partially open,
2020-03-05 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-05 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-05 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-05 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-05 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-05 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-05 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-05 00:00:00+00,PRT,Portugal,Partially open,
2020-03-05 00:00:00+00,PSE,Palestine,Partially open,
2020-03-05 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-05 00:00:00+00,USA,United States of America,Partially open,
2020-03-05 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-06 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-06 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-06 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-06 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-06 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-06 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-06 00:00:00+00,DEU,Germany,Partially open,
2020-03-06 00:00:00+00,FRA,France,Partially open,
2020-03-06 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-06 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-06 00:00:00+00,GRC,Greece,Partially open,
2020-03-06 00:00:00+00,IND,India,Partially open,
2020-03-06 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-06 00:00:00+00,IRQ,Iraq,Partially open,
2020-03-06 00:00:00+00,ITA,Italy,Partially open,
2020-03-06 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-06 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-06 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-06 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-06 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-06 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-06 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-06 00:00:00+00,PRT,Portugal,Partially open,
2020-03-06 00:00:00+00,PSE,Palestine,Partially open,
2020-03-06 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-06 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-06 00:00:00+00,USA,United States of America,Partially open,
2020-03-06 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-07 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-07 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-07 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-07 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-07 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-07 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-07 00:00:00+00,DEU,Germany,Partially open,
2020-03-07 00:00:00+00,FRA,France,Partially open,
2020-03-07 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-07 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-07 00:00:00+00,GRC,Greece,Partially open,
2020-03-07 00:00:00+00,IND,India,Partially open,
2020-03-07 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-07 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-07 00:00:00+00,ITA,Italy,Partially open,
2020-03-07 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-07 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-07 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-07 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-07 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-07 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-07 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-07 00:00:00+00,PRT,Portugal,Partially open,
2020-03-07 00:00:00+00,PSE,Palestine,Partially open,
2020-03-07 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-07 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-07 00:00:00+00,USA,United States of America,Partially open,
2020-03-07 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-08 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-08 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-03-08 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-08 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-08 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-08 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-08 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-08 00:00:00+00,DEU,Germany,Partially open,
2020-03-08 00:00:00+00,FRA,France,Partially open,
2020-03-08 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-08 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-08 00:00:00+00,GRC,Greece,Partially open,
2020-03-08 00:00:00+00,IND,India,Partially open,
2020-03-08 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-08 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-08 00:00:00+00,ITA,Italy,Partially open,
2020-03-08 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-08 00:00:00+00,KHM,Cambodia,Partially open,
2020-03-08 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-08 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-08 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-08 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-08 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-08 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-08 00:00:00+00,PRT,Portugal,Partially open,
2020-03-08 00:00:00+00,PSE,Palestine,Partially open,
2020-03-08 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-08 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-08 00:00:00+00,USA,United States of America,Partially open,
2020-03-08 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-09 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-09 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-03-09 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-09 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-09 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-09 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-09 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-09 00:00:00+00,DEU,Germany,Partially open,
2020-03-09 00:00:00+00,FRA,France,Partially open,
2020-03-09 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-09 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-09 00:00:00+00,GRC,Greece,Partially open,
2020-03-09 00:00:00+00,IND,India,Partially open,
2020-03-09 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-09 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-09 00:00:00+00,ITA,Italy,Partially open,
2020-03-09 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-09 00:00:00+00,KHM,Cambodia,Partially open,
2020-03-09 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-09 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-09 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-09 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-09 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-09 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-09 00:00:00+00,PRT,Portugal,Partially open,
2020-03-09 00:00:00+00,PSE,Palestine,Partially open,
2020-03-09 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-03-09 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-09 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-09 00:00:00+00,USA,United States of America,Partially open,
2020-03-09 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-10 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-10 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-03-10 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-10 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-10 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-10 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-10 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-10 00:00:00+00,DEU,Germany,Partially open,
2020-03-10 00:00:00+00,FRA,France,Partially open,
2020-03-10 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-10 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-10 00:00:00+00,GRC,Greece,Partially open,
2020-03-10 00:00:00+00,IND,India,Partially open,
2020-03-10 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-10 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-10 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-03-10 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-10 00:00:00+00,KHM,Cambodia,Partially open,
2020-03-10 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-10 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-10 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-10 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-10 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-10 00:00:00+00,PHL,Philippines,Partially open,
2020-03-10 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-10 00:00:00+00,PRT,Portugal,Partially open,
2020-03-10 00:00:00+00,PSE,Palestine,Partially open,
2020-03-10 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-03-10 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-03-10 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-10 00:00:00+00,SVK,Slovakia,Partially open,
2020-03-10 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-10 00:00:00+00,USA,United States of America,Partially open,
2020-03-10 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-11 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-11 00:00:00+00,ALB,Albania,Closed due to COVID-19,
2020-03-11 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-03-11 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-11 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-11 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-11 00:00:00+00,BIH,Bosnia and Herzegovina,Closed due to COVID-19,
2020-03-11 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-11 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-11 00:00:00+00,CZE,Czechia,Closed due to COVID-19,
2020-03-11 00:00:00+00,DEU,Germany,Partially open,
2020-03-11 00:00:00+00,ESP,Spain,Partially open,
2020-03-11 00:00:00+00,FRA,France,Partially open,
2020-03-11 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-11 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-11 00:00:00+00,GRC,Greece,Closed due to COVID-19,
2020-03-11 00:00:00+00,HUN,Hungary,Partially open,
2020-03-11 00:00:00+00,IND,India,Partially open,
2020-03-11 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-11 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-11 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-03-11 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-11 00:00:00+00,KHM,Cambodia,Partially open,
2020-03-11 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-11 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-11 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-11 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-03-11 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-03-11 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-11 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-11 00:00:00+00,PHL,Philippines,Partially open,
2020-03-11 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-11 00:00:00+00,PRT,Portugal,Partially open,
2020-03-11 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-03-11 00:00:00+00,PSE,Palestine,Partially open,
2020-03-11 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-03-11 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-03-11 00:00:00+00,RUS,Russian Federation,Partially open,
2020-03-11 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-03-11 00:00:00+00,SLV,El Salvador,Closed due to COVID-19,
2020-03-11 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-03-11 00:00:00+00,SVK,Slovakia,Partially open,
2020-03-11 00:00:00+00,UKR,Ukraine,Partially open,
2020-03-11 00:00:00+00,USA,United States of America,Partially open,
2020-03-11 00:00:00+00,VNM,Viet Nam,Partially open,
2020-03-12 00:00:00+00,AFG,Afghanistan,Partially open,
2020-03-12 00:00:00+00,ALB,Albania,Closed due to COVID-19,
2020-03-12 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-03-12 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-03-12 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-03-12 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-03-12 00:00:00+00,BIH,Bosnia and Herzegovina,Closed due to COVID-19,
2020-03-12 00:00:00+00,BOL,Bolivia (Plurinational State of),Closed due to COVID-19,
2020-03-12 00:00:00+00,BRA,Brazil,Partially open,
2020-03-12 00:00:00+00,BTN,Bhutan,Partially open,
2020-03-12 00:00:00+00,CHE,Switzerland,Partially open,
2020-03-12 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-03-12 00:00:00+00,CZE,Czechia,Closed due to COVID-19,
2020-03-12 00:00:00+00,DEU,Germany,Partially open,
2020-03-12 00:00:00+00,DZA,Algeria,Closed due to COVID-19,
2020-03-12 00:00:00+00,ESP,Spain,Partially open,
2020-03-12 00:00:00+00,FRA,France,Partially open,
2020-03-12 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-03-12 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-03-12 00:00:00+00,GRC,Greece,Closed due to COVID-19,
2020-03-12 00:00:00+00,HND,Honduras,Closed due to COVID-19,
2020-03-12 00:00:00+00,HUN,Hungary,Partially open,
2020-03-12 00:00:00+00,IND,India,Partially open,
2020-03-12 00:00:00+00,IRL,Ireland,Closed due to COVID-19,
2020-03-12 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-03-12 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-03-12 00:00:00+00,ISR,Israel,Closed due to COVID-19,
2020-03-12 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-03-12 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-03-12 00:00:00+00,KHM,Cambodia,Partially open,
2020-03-12 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-03-12 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-03-12 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-03-12 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-03-12 00:00:00+00,MDV,Maldives,Closed due to COVID-19,
2020-03-12 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-03-12 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-03-12 00:00:00+00,NOR,Norway,Closed due to COVID-19,
2020-03-12 00:00:00+00,PAK,Pakistan,Partially open,
2020-03-12 00:00:00+00,PAN,Panama,Closed due to COVID-19,
2020-03-12 00:00:00+00,PHL,Philippines,Partially open,
2020-03-12 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-03-12 00:00:00+00,PRT,Portugal,Partially open,
2020-03-12 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-03-12 00:00:00+00,PSE,Palestine,Partially open,
2020-03-12 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-03-12 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-03-12 00:00:00+00,RUS,Russian Federation,Partially open,
