date,iso,country,status,note
2020-06-07 00:00:00+00,IND,India,Closed due to COVID-19,
2020-06-07 00:00:00+00,IRL,Ireland,Closed due to COVID-19,
2020-06-07 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-06-07 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-06-07 00:00:00+00,ISL,Iceland,Fully open,
2020-06-07 00:00:00+00,ISR,Israel,Fully open,
2020-06-07 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-06-07 00:00:00+00,JAM,Jamaica,Closed due to COVID-19,
2020-06-07 00:00:00+00,JOR,Jordan,Closed due to COVID-19,
2020-06-07 00:00:00+00,JPN,Japan,Fully open,
2020-06-07 00:00:00+00,KAZ,Kazakhstan,Academic break,
2020-06-07 00:00:00+00,KEN,Kenya,Closed due to COVID-19,
2020-06-07 00:00:00+00,KGZ,Kyrgyzstan,Academic break,
2020-06-07 00:00:00+00,KHM,Cambodia,Closed due to COVID-19,
2020-06-07 00:00:00+00,KIR,Kiribati,Fully open,
2020-06-07 00:00:00+00,KNA,Saint Kitts and Nevis,Closed due to COVID-19,
2020-06-07 00:00:00+00,KOR,Republic of Korea,Partially open,
2020-06-07 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-06-07 00:00:00+00,LAO,Lao PDR,Fully open,
2020-06-07 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-06-07 00:00:00+00,LBR,Liberia,Closed due to COVID-19,
2020-06-07 00:00:00+00,LBY,Libya,Closed due to COVID-19,
2020-06-07 00:00:00+00,LCA,Saint Lucia,Partially open,
2020-06-07 00:00:00+00,LIE,Liechtenstein,Partially open,
2020-06-07 00:00:00+00,LKA,Sri Lanka,Closed due to COVID-19,
2020-06-07 00:00:00+00,LSO,Lesotho,Partially open,
2020-06-07 00:00:00+00,LTU,Lithuania,Fully open,
2020-06-07 00:00:00+00,LUX,Luxembourg,Fully open,
2020-06-07 00:00:00+00,LVA,Latvia,Academic break,
2020-06-07 00:00:00+00,MAR,Morocco,Closed due to COVID-19,
2020-06-07 00:00:00+00,MCO,Monaco,Fully open,
2020-06-07 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-06-07 00:00:00+00,MDG,Madagascar,Partially open,
2020-06-07 00:00:00+00,MDV,Maldives,Closed due to COVID-19,
2020-06-07 00:00:00+00,MEX,Mexico,Closed due to COVID-19,
2020-06-07 00:00:00+00,MHL,Marshall Islands,Academic break,
2020-06-07 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-06-07 00:00:00+00,MLI,Mali,Partially open,
2020-06-07 00:00:00+00,MLT,Malta,Closed due to COVID-19,
2020-06-07 00:00:00+00,MMR,Myanmar,Closed due to COVID-19,
2020-06-07 00:00:00+00,MNE,Montenegro,Closed due to COVID-19,
2020-06-07 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-06-07 00:00:00+00,MOZ,Mozambique,Closed due to COVID-19,
2020-06-07 00:00:00+00,MRT,Mauritania,Closed due to COVID-19,
2020-06-07 00:00:00+00,MSR,Montserrat,Closed due to COVID-19,
2020-06-07 00:00:00+00,MUS,Mauritius,Closed due to COVID-19,
2020-06-07 00:00:00+00,MWI,Malawi,Closed due to COVID-19,
2020-06-07 00:00:00+00,MYS,Malaysia,Closed due to COVID-19,
2020-06-07 00:00:00+00,NAM,Namibia,Partially open,
2020-06-07 00:00:00+00,NER,Niger,Closed due to COVID-19,
2020-06-07 00:00:00+00,NGA,Nigeria,Closed due to COVID-19,
2020-06-07 00:00:00+00,NIC,Nicaragua,Fully open,
2020-06-07 00:00:00+00,NIU,Niue,Fully open,
2020-06-07 00:00:00+00,NLD,Netherlands,Fully open,
2020-06-07 00:00:00+00,NOR,Norway,Fully open,
2020-06-07 00:00:00+00,NPL,Nepal,Closed due to COVID-19,
2020-06-07 00:00:00+00,NRU,Nauru,Fully open,
2020-06-07 00:00:00+00,NZL,New Zealand,Fully open,
2020-06-07 00:00:00+00,OMN,Oman,Academic break,
2020-06-07 00:00:00+00,PAK,Pakistan,Closed due to COVID-19,
2020-06-07 00:00:00+00,PAN,Panama,Closed due to COVID-19,
2020-06-07 00:00:00+00,PER,Peru,Closed due to COVID-19,
2020-06-07 00:00:00+00,PHL,Philippines,Academic break,
2020-06-07 00:00:00+00,PLW,Palau,Academic break,
2020-06-07 00:00:00+00,PNG,Papua New Guinea,Fully open,
2020-06-07 00:00:00+00,POL,Poland,Partially open,
2020-06-07 00:00:00+00,PRK,Democratic People's Republic of Korea,Fully open,
2020-06-07 00:00:00+00,PRT,Portugal,Partially open,
2020-06-07 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-06-07 00:00:00+00,PSE,Palestine,Closed due to COVID-19,
2020-06-07 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-06-07 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-06-07 00:00:00+00,RUS,Russian Federation,Partially open,
2020-06-07 00:00:00+00,RWA,Rwanda,Closed due to COVID-19,
2020-06-07 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-06-07 00:00:00+00,SDN,Sudan,Academic break,
2020-06-07 00:00:00+00,SEN,Senegal,Closed due to COVID-19,
2020-06-07 00:00:00+00,SGP,Singapore,Partially open,
2020-06-07 00:00:00+00,SJM,Svalbard,Fully open,
2020-06-07 00:00:00+00,SLB,Solomon Islands,Fully open,
2020-06-07 00:00:00+00,SLE,Sierra Leone,Closed due to COVID-19,
2020-06-07 00:00:00+00,SLV,El Salvador,Closed due to COVID-19,
2020-06-07 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-06-07 00:00:00+00,SOM,Somalia,Closed due to COVID-19,
2020-06-07 00:00:00+00,SRB,Serbia,Closed due to COVID-19,
2020-06-07 00:00:00+00,SSD,South Sudan,Closed due to COVID-19,
2020-06-07 00:00:00+00,STP,São Tomé and Príncipe,Academic break,
2020-06-07 00:00:00+00,SUR,Suriname,Closed due to COVID-19,
2020-06-07 00:00:00+00,SVK,Slovakia,Partially open,
2020-06-07 00:00:00+00,SVN,Slovenia,Partially open,
2020-06-07 00:00:00+00,SWE,Sweden,Fully open,
2020-06-07 00:00:00+00,SWZ,Eswatini,Closed due to COVID-19,
2020-06-07 00:00:00+00,SXM,Sint Marteen,Partially open,
2020-06-07 00:00:00+00,SYC,Seychelles,Fully open,
2020-06-07 00:00:00+00,SYR,Syrian Arab Republic,Academic break,
2020-06-07 00:00:00+00,TCA,Turks and Caicos Island,Closed due to COVID-19,
2020-06-07 00:00:00+00,TCD,Chad,Closed due to COVID-19,
2020-06-07 00:00:00+00,TGO,Togo,Closed due to COVID-19,
2020-06-07 00:00:00+00,THA,Thailand,Academic break,
2020-06-07 00:00:00+00,TJK,Tajikistan,Academic break,
2020-06-07 00:00:00+00,TKL,Tokelau,Fully open,
2020-06-07 00:00:00+00,TKM,Turkmenistan,Academic break,
2020-06-07 00:00:00+00,TLS,Timor-Leste,Closed due to COVID-19,
2020-06-07 00:00:00+00,TON,Tonga,Fully open,
2020-06-07 00:00:00+00,TTO,Trinidad and Tobago,Closed due to COVID-19,
2020-06-07 00:00:00+00,TUN,Tunisia,Closed due to COVID-19,
2020-06-07 00:00:00+00,TUR,Turkey,Academic break,
2020-06-07 00:00:00+00,TUV,Tuvalu,Partially open,
2020-06-07 00:00:00+00,TZA,United Republic of Tanzania,Partially open,
2020-06-07 00:00:00+00,UGA,Uganda,Closed due to COVID-19,
2020-06-07 00:00:00+00,UKR,Ukraine,Closed due to COVID-19,
2020-06-07 00:00:00+00,URY,Uruguay,Partially open,
2020-06-07 00:00:00+00,USA,United States of America,Partially open,
2020-06-07 00:00:00+00,UZB,Uzbekistan,Academic break,
2020-06-07 00:00:00+00,VCT,Saint Vincent and the Grenadines,Partially open,
2020-06-07 00:00:00+00,VEN,Venezuela,Closed due to COVID-19,
2020-06-07 00:00:00+00,VGB,British Virgin Islands,Partially open,
2020-06-07 00:00:00+00,VNM,Viet Nam,Academic break,
2020-06-07 00:00:00+00,VUT,Vanuatu,Fully open,
2020-06-07 00:00:00+00,WSM,Samoa,Fully open,
2020-06-07 00:00:00+00,YEM,Yemen,Closed due to COVID-19,
2020-06-07 00:00:00+00,ZAF,South Africa,Closed due to COVID-19,
2020-06-07 00:00:00+00,ZMB,Zambia,Partially open,
2020-06-07 00:00:00+00,ZWE,Zimbabwe,Closed due to COVID-19,
2020-06-08 00:00:00+00,ABW,Aruba,Fully open,
2020-06-08 00:00:00+00,AFG,Afghanistan,Closed due to COVID-19,
2020-06-08 00:00:00+00,AGO,Angola,Closed due to COVID-19,
2020-06-08 00:00:00+00,AIA,Anguilla,Partially open,
2020-06-08 00:00:00+00,ALB,Albania,Partially open,
2020-06-08 00:00:00+00,AND,Andorra,Closed due to COVID-19,
2020-06-08 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-06-08 00:00:00+00,ARG,Argentina,Closed due to COVID-19,
2020-06-08 00:00:00+00,ARM,Armenia,Academic break,
2020-06-08 00:00:00+00,ATG,Antigua and Barbuda,Closed due to COVID-19,
2020-06-08 00:00:00+00,AUS,Australia,Partially open,
2020-06-08 00:00:00+00,AUT,Austria,Fully open,
2020-06-08 00:00:00+00,AZE,Azerbaijan,Academic break,
2020-06-08 00:00:00+00,BDI,Burundi,Fully open,
2020-06-08 00:00:00+00,BEL,Belgium,Partially open,
2020-06-08 00:00:00+00,BEN,Benin,Partially open,
2020-06-08 00:00:00+00,BFA,Burkina Faso,Partially open,
2020-06-08 00:00:00+00,BGD,Bangladesh,Closed due to COVID-19,
2020-06-08 00:00:00+00,BGR,Bulgaria,Closed due to COVID-19,
2020-06-08 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-06-08 00:00:00+00,BHS,Bahamas,Closed due to COVID-19,
2020-06-08 00:00:00+00,BIH,Bosnia and Herzegovina,Academic break,
2020-06-08 00:00:00+00,BLR,Belarus,Academic break,
2020-06-08 00:00:00+00,BLZ,Belize,Closed due to COVID-19,
2020-06-08 00:00:00+00,BMU,Bermuda,Closed due to COVID-19,
2020-06-08 00:00:00+00,BOL,Bolivia (Plurinational State of),Closed due to COVID-19,
2020-06-08 00:00:00+00,BRA,Brazil,Closed due to COVID-19,
2020-06-08 00:00:00+00,BRB,Barbados,Partially open,
2020-06-08 00:00:00+00,BRN,Brunei Darussalam,Partially open,
2020-06-08 00:00:00+00,BTN,Bhutan,Closed due to COVID-19,
2020-06-08 00:00:00+00,BWA,Botswana,Partially open,
2020-06-08 00:00:00+00,CAF,Central African republic,Closed due to COVID-19,
2020-06-08 00:00:00+00,CAN,Canada,Closed due to COVID-19,
2020-06-08 00:00:00+00,CHE,Switzerland,Fully open,
2020-06-08 00:00:00+00,CHL,Chile,Closed due to COVID-19,
2020-06-08 00:00:00+00,CHN,China,Partially open,
2020-06-08 00:00:00+00,CIV,Cote d'Ivoire,Partially open,
2020-06-08 00:00:00+00,CMR,Cameroon,Partially open,
2020-06-08 00:00:00+00,COD,Democratic Republic of the Congo,Closed due to COVID-19,
2020-06-08 00:00:00+00,COG,Congo,Partially open,
2020-06-08 00:00:00+00,COK,Cook Islands,Fully open,
2020-06-08 00:00:00+00,COL,Colombia,Closed due to COVID-19,
2020-06-08 00:00:00+00,COM,Comoros,Closed due to COVID-19,
2020-06-08 00:00:00+00,CPV,Cabo Verde,Closed due to COVID-19,
2020-06-08 00:00:00+00,CRI,Costa Rica,Closed due to COVID-19,
2020-06-08 00:00:00+00,CUB,Cuba,Closed due to COVID-19,
2020-06-08 00:00:00+00,CUW,Curaçao,Fully open,
2020-06-08 00:00:00+00,CYM,Cayman Islands,Closed due to COVID-19,
2020-06-08 00:00:00+00,CYP,Cyprus,Fully open,
2020-06-08 00:00:00+00,CZE,Czechia,Partially open,
2020-06-08 00:00:00+00,DEU,Germany,Partially open,
2020-06-08 00:00:00+00,DJI,Djibouti,Academic break,
2020-06-08 00:00:00+00,DMA,Dominica,Closed due to COVID-19,
2020-06-08 00:00:00+00,DNK,Denmark,Fully open,
2020-06-08 00:00:00+00,DOM,Dominican Republic,Closed due to COVID-19,
2020-06-08 00:00:00+00,DZA,Algeria,Closed due to COVID-19,
2020-06-08 00:00:00+00,ECU,Ecuador,Closed due to COVID-19,
2020-06-08 00:00:00+00,EGY,Egypt,Closed due to COVID-19,
2020-06-08 00:00:00+00,ERI,Eritrea,Closed due to COVID-19,
2020-06-08 00:00:00+00,ESP,Spain,Partially open,
2020-06-08 00:00:00+00,EST,Estonia,Fully open,
2020-06-08 00:00:00+00,ETH,Ethiopia,Closed due to COVID-19,
2020-06-08 00:00:00+00,FIN,Finland,Academic break,
2020-06-08 00:00:00+00,FJI,Fiji,Closed due to COVID-19,
2020-06-08 00:00:00+00,FRA,France,Fully open,
2020-06-08 00:00:00+00,FRO,Faroe Islands,Fully open,
2020-06-08 00:00:00+00,FSM,Micronesia (Federated States of),Academic break,
2020-06-08 00:00:00+00,GAB,Gabon,Closed due to COVID-19,
2020-06-08 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-06-08 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-06-08 00:00:00+00,GHA,Ghana,Closed due to COVID-19,
2020-06-08 00:00:00+00,GIB,Gibraltar,Partially open,
2020-06-08 00:00:00+00,GIN,Guinea,Closed due to COVID-19,
2020-06-08 00:00:00+00,GMB,Gambia,Closed due to COVID-19,
2020-06-08 00:00:00+00,GNB,Guinea-Bissau,Closed due to COVID-19,
2020-06-08 00:00:00+00,GNQ,Equatorial Guinea,Closed due to COVID-19,
2020-06-08 00:00:00+00,GRC,Greece,Partially open,
2020-06-08 00:00:00+00,GRD,Grenada,Partially open,
2020-06-08 00:00:00+00,GRL,Greenland,Fully open,
2020-06-08 00:00:00+00,GTM,Guatemala,Closed due to COVID-19,
2020-06-08 00:00:00+00,GUY,Guyana,Closed due to COVID-19,
2020-06-08 00:00:00+00,HND,Honduras,Closed due to COVID-19,
2020-06-08 00:00:00+00,HRV,Croatia,Fully open,
2020-06-08 00:00:00+00,HTI,Haiti,Closed due to COVID-19,
2020-06-08 00:00:00+00,HUN,Hungary,Closed due to COVID-19,
2020-06-08 00:00:00+00,IDN,Indonesia,Closed due to COVID-19,
2020-06-08 00:00:00+00,IND,India,Closed due to COVID-19,
2020-06-08 00:00:00+00,IRL,Ireland,Closed due to COVID-19,
2020-06-08 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-06-08 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-06-08 00:00:00+00,ISL,Iceland,Fully open,
2020-06-08 00:00:00+00,ISR,Israel,Fully open,
2020-06-08 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-06-08 00:00:00+00,JAM,Jamaica,Closed due to COVID-19,
2020-06-08 00:00:00+00,JOR,Jordan,Closed due to COVID-19,
2020-06-08 00:00:00+00,JPN,Japan,Fully open,
2020-06-08 00:00:00+00,KAZ,Kazakhstan,Academic break,
2020-06-08 00:00:00+00,KEN,Kenya,Closed due to COVID-19,
2020-06-08 00:00:00+00,KGZ,Kyrgyzstan,Academic break,
2020-06-08 00:00:00+00,KHM,Cambodia,Closed due to COVID-19,
2020-06-08 00:00:00+00,KIR,Kiribati,Fully open,
2020-06-08 00:00:00+00,KNA,Saint Kitts and Nevis,Closed due to COVID-19,
2020-06-08 00:00:00+00,KOR,Republic of Korea,Fully open,
2020-06-08 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-06-08 00:00:00+00,LAO,Lao PDR,Fully open,
2020-06-08 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-06-08 00:00:00+00,LBR,Liberia,Closed due to COVID-19,
2020-06-08 00:00:00+00,LBY,Libya,Closed due to COVID-19,
2020-06-08 00:00:00+00,LCA,Saint Lucia,Partially open,
2020-06-08 00:00:00+00,LIE,Liechtenstein,Partially open,
2020-06-08 00:00:00+00,LKA,Sri Lanka,Closed due to COVID-19,
2020-06-08 00:00:00+00,LSO,Lesotho,Partially open,
2020-06-08 00:00:00+00,LTU,Lithuania,Fully open,
2020-06-08 00:00:00+00,LUX,Luxembourg,Fully open,
2020-06-08 00:00:00+00,LVA,Latvia,Academic break,
2020-06-08 00:00:00+00,MAR,Morocco,Closed due to COVID-19,
2020-06-08 00:00:00+00,MCO,Monaco,Fully open,
2020-06-08 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-06-08 00:00:00+00,MDG,Madagascar,Partially open,
2020-06-08 00:00:00+00,MDV,Maldives,Closed due to COVID-19,
2020-06-08 00:00:00+00,MEX,Mexico,Closed due to COVID-19,
2020-06-08 00:00:00+00,MHL,Marshall Islands,Academic break,
2020-06-08 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-06-08 00:00:00+00,MLI,Mali,Partially open,
2020-06-08 00:00:00+00,MLT,Malta,Closed due to COVID-19,
2020-06-08 00:00:00+00,MMR,Myanmar,Closed due to COVID-19,
2020-06-08 00:00:00+00,MNE,Montenegro,Closed due to COVID-19,
2020-06-08 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-06-08 00:00:00+00,MOZ,Mozambique,Closed due to COVID-19,
2020-06-08 00:00:00+00,MRT,Mauritania,Closed due to COVID-19,
2020-06-08 00:00:00+00,MSR,Montserrat,Closed due to COVID-19,
2020-06-08 00:00:00+00,MUS,Mauritius,Closed due to COVID-19,
2020-06-08 00:00:00+00,MWI,Malawi,Closed due to COVID-19,
2020-06-08 00:00:00+00,MYS,Malaysia,Closed due to COVID-19,
2020-06-08 00:00:00+00,NAM,Namibia,Partially open,
2020-06-08 00:00:00+00,NER,Niger,Closed due to COVID-19,
2020-06-08 00:00:00+00,NGA,Nigeria,Closed due to COVID-19,
2020-06-08 00:00:00+00,NIC,Nicaragua,Fully open,
2020-06-08 00:00:00+00,NIU,Niue,Fully open,
2020-06-08 00:00:00+00,NLD,Netherlands,Fully open,
2020-06-08 00:00:00+00,NOR,Norway,Fully open,
2020-06-08 00:00:00+00,NPL,Nepal,Closed due to COVID-19,
2020-06-08 00:00:00+00,NRU,Nauru,Fully open,
2020-06-08 00:00:00+00,NZL,New Zealand,Fully open,
2020-06-08 00:00:00+00,OMN,Oman,Academic break,
2020-06-08 00:00:00+00,PAK,Pakistan,Closed due to COVID-19,
2020-06-08 00:00:00+00,PAN,Panama,Closed due to COVID-19,
2020-06-08 00:00:00+00,PER,Peru,Closed due to COVID-19,
2020-06-08 00:00:00+00,PHL,Philippines,Academic break,
2020-06-08 00:00:00+00,PLW,Palau,Academic break,
2020-06-08 00:00:00+00,PNG,Papua New Guinea,Fully open,
2020-06-08 00:00:00+00,POL,Poland,Partially open,
2020-06-08 00:00:00+00,PRK,Democratic People's Republic of Korea,Fully open,
2020-06-08 00:00:00+00,PRT,Portugal,Partially open,
2020-06-08 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-06-08 00:00:00+00,PSE,Palestine,Closed due to COVID-19,
2020-06-08 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-06-08 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-06-08 00:00:00+00,RUS,Russian Federation,Partially open,
2020-06-08 00:00:00+00,RWA,Rwanda,Closed due to COVID-19,
2020-06-08 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-06-08 00:00:00+00,SDN,Sudan,Academic break,
2020-06-08 00:00:00+00,SEN,Senegal,Closed due to COVID-19,
2020-06-08 00:00:00+00,SGP,Singapore,Partially open,
2020-06-08 00:00:00+00,SJM,Svalbard,Fully open,
2020-06-08 00:00:00+00,SLB,Solomon Islands,Fully open,
2020-06-08 00:00:00+00,SLE,Sierra Leone,Closed due to COVID-19,
2020-06-08 00:00:00+00,SLV,El Salvador,Closed due to COVID-19,
2020-06-08 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-06-08 00:00:00+00,SOM,Somalia,Closed due to COVID-19,
2020-06-08 00:00:00+00,SRB,Serbia,Closed due to COVID-19,
2020-06-08 00:00:00+00,SSD,South Sudan,Closed due to COVID-19,
2020-06-08 00:00:00+00,STP,São Tomé and Príncipe,Academic break,
2020-06-08 00:00:00+00,SUR,Suriname,Closed due to COVID-19,
2020-06-08 00:00:00+00,SVK,Slovakia,Partially open,
2020-06-08 00:00:00+00,SVN,Slovenia,Partially open,
2020-06-08 00:00:00+00,SWE,Sweden,Fully open,
2020-06-08 00:00:00+00,SWZ,Eswatini,Closed due to COVID-19,
2020-06-08 00:00:00+00,SXM,Sint Marteen,Partially open,
2020-06-08 00:00:00+00,SYC,Seychelles,Fully open,
2020-06-08 00:00:00+00,SYR,Syrian Arab Republic,Academic break,
2020-06-08 00:00:00+00,TCA,Turks and Caicos Island,Closed due to COVID-19,
2020-06-08 00:00:00+00,TCD,Chad,Closed due to COVID-19,
2020-06-08 00:00:00+00,TGO,Togo,Partially open,
2020-06-08 00:00:00+00,THA,Thailand,Academic break,
2020-06-08 00:00:00+00,TJK,Tajikistan,Academic break,
2020-06-08 00:00:00+00,TKL,Tokelau,Fully open,
2020-06-08 00:00:00+00,TKM,Turkmenistan,Academic break,
2020-06-08 00:00:00+00,TLS,Timor-Leste,Closed due to COVID-19,
2020-06-08 00:00:00+00,TON,Tonga,Fully open,
2020-06-08 00:00:00+00,TTO,Trinidad and Tobago,Closed due to COVID-19,
2020-06-08 00:00:00+00,TUN,Tunisia,Closed due to COVID-19,
2020-06-08 00:00:00+00,TUR,Turkey,Academic break,
2020-06-08 00:00:00+00,TUV,Tuvalu,Partially open,
2020-06-08 00:00:00+00,TZA,United Republic of Tanzania,Partially open,
2020-06-08 00:00:00+00,UGA,Uganda,Closed due to COVID-19,
2020-06-08 00:00:00+00,UKR,Ukraine,Closed due to COVID-19,
2020-06-08 00:00:00+00,URY,Uruguay,Partially open,
2020-06-08 00:00:00+00,USA,United States of America,Partially open,
2020-06-08 00:00:00+00,UZB,Uzbekistan,Academic break,
2020-06-08 00:00:00+00,VCT,Saint Vincent and the Grenadines,Partially open,
2020-06-08 00:00:00+00,VEN,Venezuela,Closed due to COVID-19,
2020-06-08 00:00:00+00,VGB,British Virgin Islands,Partially open,
2020-06-08 00:00:00+00,VNM,Viet Nam,Academic break,
2020-06-08 00:00:00+00,VUT,Vanuatu,Fully open,
2020-06-08 00:00:00+00,WSM,Samoa,Fully open,
2020-06-08 00:00:00+00,YEM,Yemen,Closed due to COVID-19,
2020-06-08 00:00:00+00,ZAF,South Africa,Partially open,
2020-06-08 00:00:00+00,ZMB,Zambia,Partially open,
2020-06-08 00:00:00+00,ZWE,Zimbabwe,Closed due to COVID-19,
2020-06-09 00:00:00+00,ABW,Aruba,Fully open,
2020-06-09 00:00:00+00,AFG,Afghanistan,Closed due to COVID-19,
2020-06-09 00:00:00+00,AGO,Angola,Closed due to COVID-19,
2020-06-09 00:00:00+00,AIA,Anguilla,Partially open,
2020-06-09 00:00:00+00,ALB,Albania,Partially open,
2020-06-09 00:00:00+00,AND,Andorra,Closed due to COVID-19,
2020-06-09 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-06-09 00:00:00+00,ARG,Argentina,Closed due to COVID-19,
2020-06-09 00:00:00+00,ARM,Armenia,Academic break,
2020-06-09 00:00:00+00,ATG,Antigua and Barbuda,Closed due to COVID-19,
2020-06-09 00:00:00+00,AUS,Australia,Fully open,
2020-06-09 00:00:00+00,AUT,Austria,Fully open,
2020-06-09 00:00:00+00,AZE,Azerbaijan,Academic break,
2020-06-09 00:00:00+00,BDI,Burundi,Fully open,
2020-06-09 00:00:00+00,BEL,Belgium,Partially open,
2020-06-09 00:00:00+00,BEN,Benin,Partially open,
2020-06-09 00:00:00+00,BFA,Burkina Faso,Partially open,
2020-06-09 00:00:00+00,BGD,Bangladesh,Closed due to COVID-19,
2020-06-09 00:00:00+00,BGR,Bulgaria,Closed due to COVID-19,
2020-06-09 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-06-09 00:00:00+00,BHS,Bahamas,Closed due to COVID-19,
2020-06-09 00:00:00+00,BIH,Bosnia and Herzegovina,Academic break,
2020-06-09 00:00:00+00,BLR,Belarus,Academic break,
2020-06-09 00:00:00+00,BLZ,Belize,Closed due to COVID-19,
2020-06-09 00:00:00+00,BMU,Bermuda,Closed due to COVID-19,
2020-06-09 00:00:00+00,BOL,Bolivia (Plurinational State of),Closed due to COVID-19,
2020-06-09 00:00:00+00,BRA,Brazil,Closed due to COVID-19,
2020-06-09 00:00:00+00,BRB,Barbados,Partially open,
2020-06-09 00:00:00+00,BRN,Brunei Darussalam,Partially open,
2020-06-09 00:00:00+00,BTN,Bhutan,Closed due to COVID-19,
2020-06-09 00:00:00+00,BWA,Botswana,Partially open,
2020-06-09 00:00:00+00,CAF,Central African republic,Closed due to COVID-19,
2020-06-09 00:00:00+00,CAN,Canada,Closed due to COVID-19,
2020-06-09 00:00:00+00,CHE,Switzerland,Fully open,
2020-06-09 00:00:00+00,CHL,Chile,Closed due to COVID-19,
2020-06-09 00:00:00+00,CHN,China,Partially open,
2020-06-09 00:00:00+00,CIV,Cote d'Ivoire,Partially open,
2020-06-09 00:00:00+00,CMR,Cameroon,Partially open,
2020-06-09 00:00:00+00,COD,Democratic Republic of the Congo,Closed due to COVID-19,
2020-06-09 00:00:00+00,COG,Congo,Partially open,
2020-06-09 00:00:00+00,COK,Cook Islands,Fully open,
2020-06-09 00:00:00+00,COL,Colombia,Closed due to COVID-19,
2020-06-09 00:00:00+00,COM,Comoros,Closed due to COVID-19,
2020-06-09 00:00:00+00,CPV,Cabo Verde,Closed due to COVID-19,
2020-06-09 00:00:00+00,CRI,Costa Rica,Closed due to COVID-19,
2020-06-09 00:00:00+00,CUB,Cuba,Closed due to COVID-19,
2020-06-09 00:00:00+00,CUW,Curaçao,Fully open,
2020-06-09 00:00:00+00,CYM,Cayman Islands,Closed due to COVID-19,
2020-06-09 00:00:00+00,CYP,Cyprus,Fully open,
2020-06-09 00:00:00+00,CZE,Czechia,Partially open,
2020-06-09 00:00:00+00,DEU,Germany,Partially open,
2020-06-09 00:00:00+00,DJI,Djibouti,Academic break,
2020-06-09 00:00:00+00,DMA,Dominica,Closed due to COVID-19,
2020-06-09 00:00:00+00,DNK,Denmark,Fully open,
2020-06-09 00:00:00+00,DOM,Dominican Republic,Closed due to COVID-19,
2020-06-09 00:00:00+00,DZA,Algeria,Closed due to COVID-19,
2020-06-09 00:00:00+00,ECU,Ecuador,Closed due to COVID-19,
2020-06-09 00:00:00+00,EGY,Egypt,Closed due to COVID-19,
2020-06-09 00:00:00+00,ERI,Eritrea,Closed due to COVID-19,
2020-06-09 00:00:00+00,ESP,Spain,Partially open,
2020-06-09 00:00:00+00,EST,Estonia,Fully open,
2020-06-09 00:00:00+00,ETH,Ethiopia,Closed due to COVID-19,
2020-06-09 00:00:00+00,FIN,Finland,Academic break,
2020-06-09 00:00:00+00,FJI,Fiji,Closed due to COVID-19,
2020-06-09 00:00:00+00,FRA,France,Fully open,
2020-06-09 00:00:00+00,FRO,Faroe Islands,Fully open,
2020-06-09 00:00:00+00,FSM,Micronesia (Federated States of),Academic break,
2020-06-09 00:00:00+00,GAB,Gabon,Closed due to COVID-19,
2020-06-09 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open,
2020-06-09 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-06-09 00:00:00+00,GHA,Ghana,Closed due to COVID-19,
2020-06-09 00:00:00+00,GIB,Gibraltar,Partially open,
2020-06-09 00:00:00+00,GIN,Guinea,Closed due to COVID-19,
